jvm;options;iteration;exitcode;duration;DRAM;CPU
11.0.10-sapmchn;default;3;0;20015297;281523274;1207176780
8.0.232-trava;default;3;0;21511370;307684116;1265349909
20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;19071374;271613434;1156100984
20.2.0.r11-grl; -Dgraal.CompilerConfiguration=community;3;0;17837662;255654402;1106087745
20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;31746376;440502238;1911235280
15.0.1.j9-adpt; -XcompilationThreads1;3;0;20366451;290752953;1298801790
15.0.1.j9-adpt; -XcompilationThreads3;3;0;18371860;264927058;1116418284
15.0.1.j9-adpt; -XcompilationThreads7;3;0;17553683;257911610;1076953847
15.0.1.j9-adpt; -Xjit:count=0;3;0;34218468;481014803;1943775419
15.0.1.j9-adpt; -Xjit:count=1;3;0;24277299;344710316;1571162421
15.0.1.j9-adpt; -Xjit:count=10;3;0;17466463;253043426;1115757031
15.0.1.j9-adpt; -Xjit:count=100;3;0;18603006;265536503;1170613337
15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;63534890;859652133;3490383704
15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;48384037;656183125;2548745734
15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;35896140;494766764;1977609256
15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;34845904;478769115;1892891700
15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;43715178;598978965;2361570310
15.0.1-open; -XX:-TieredCompilation;3;0;19486776;279559060;1169352659
15.0.1-open; -XX:TieredStopAtLevel=1;3;0;25426215;358033112;1569246104
15.0.1-open; -XX:TieredStopAtLevel=4;3;0;19227750;270752166;1192424865
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;18476303;259114864;1109181670
20.2.0.r11-grl; -XX:+UseG1GC;3;0;17804735;255004213;1095749391
20.2.0.r11-grl; -XX:ParallelGCThreads=5;3;0;18199363;258856660;1119180608
20.2.0.r11-grl; -XX:ConcGCThreads=5;3;0;17667066;251366072;1089021626
