jvm;options;iteration;exitcode;duration;DRAM;CPU
15.0.1-open; -XX:ParallelGCThreads=5;2;0;39313500;525898608;1841689011
15.0.1-open; -XX:ConcGCThreads=5;2;0;39086360;524201118;1840802356
15.0.1-open; -XX:ParallelGCThreads=1;2;0;39404418;529899909;1852888566
15.0.1-open; -XX:ConcGCThreads=1;2;0;41415412;556970964;1848071990
15.0.1-open; -XX:+DisableExplicitGC;2;0;41369891;556025333;1857344367
15.0.1-open; -XX:+UseParallelGC;2;0;39758173;536685535;2024860052
15.0.1-open; -XX:+UseParallelOldGC;2;0;39659913;532608299;1904858283
15.0.1-open; -XX:+UseSerialGC;2;0;41399365;559764898;1873886804
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+UseEpsilonGC -XX:+AlwaysPreTouch;2;0;40840742;552417959;1888384753
16.0.0.j9-adpt;default;3;0;46114174;622766916;2113244528
16.0.0.hs-adpt;default;3;0;41103968;552455613;1871855316
11.0.11.j9-adpt;default;3;0;46085330;618526873;2047106942
11.0.11.hs-adpt;default;3;0;41466133;558565760;1867454082
11.0.10.j9-adpt;default;3;0;45090783;605671063;2075065001
11.0.10.hs-adpt;default;3;0;41193516;555272588;1842375777
8.0.292.j9-adpt;default;3;0;63213826;853049725;2833290293
8.0.292.hs-adpt;default;3;0;59268353;798662218;2679106972
8.0.282.j9-adpt;default;3;0;62984154;847943778;2828771811
8.0.282.hs-adpt;default;3;0;60406406;812093140;2652900985
11.0.9.4-albba;default;3;0;41089806;550951470;1854835706
8.5.5-albba;default;3;0;39690516;533512392;1822657383
16.0.1.9.1-amzn;default;3;0;58420740;786215700;2650750905
16.0.0.36.1-amzn;default;3;0;58346534;783743525;2627551074
15.0.2.7.1-amzn;default;3;0;57848762;779400712;2612126797
11.0.11.9.1-amzn;default;3;0;58277020;783354630;2632308997
11.0.10.9.1-amzn;default;3;0;58167273;781290261;2615764422
8.292.10.1-amzn;default;3;0;58283001;784456337;2637818992
8.282.08.1-amzn;default;3;0;58456896;783189145;2451987253
16.0.0-zulu;default;3;0;39152550;523594948;1681027435
16.0.0.fx-zulu;default;3;0;39584747;528788105;1673983630
15.0.2.fx-zulu;default;3;0;39227547;522946701;1677028726
11.0.11-zulu;default;3;0;39521050;527144839;1680404694
11.0.10-zulu;default;3;0;39430551;527536519;1696892994
11.0.10.fx-zulu;default;3;0;39394057;524670080;1694688960
8.0.292-zulu;default;3;0;62041327;828244677;2655942236
8.0.282-zulu;default;3;0;61931945;827647043;2641320204
8.0.282.fx-zulu;default;3;0;62201992;833332630;2613800254
16.0.1.fx-librca;default;3;0;39331430;522357284;1665380624
16.0.1-librca;default;3;0;39287598;523250850;1664879343
16.0.0.fx-librca;default;3;0;39247810;521612970;1659807153
16.0.0-librca;default;3;0;39103450;523143842;1671659051
11.0.11.fx-librca;default;3;0;39388665;525866523;1657920682
11.0.11-librca;default;3;0;39335532;524050413;1683727624
11.0.10.fx-librca;default;3;0;39359202;528531294;1680798920
11.0.10-librca;default;3;0;39117097;520907916;1653069193
8.0.292.fx-librca;default;3;0;58441025;782185495;2419161410
8.0.292-librca;default;3;0;58253785;778900662;2482910453
8.0.282.fx-librca;default;3;0;58368159;781086329;2471210043
8.0.282-librca;default;3;0;58245449;779134952;2477774297
21.1.0.r16-grl;default;3;0;39122362;521305884;1670298703
21.1.0.r11-grl;default;3;0;39103965;521398877;1681545378
21.1.0.r8-grl;default;3;0;39574397;527582617;1656082002
21.0.0.2.r11-grl;default;3;0;39387618;526570262;1674031481
21.0.0.2.r8-grl;default;3;0;39158867;524335667;1670246334
20.3.2.r11-grl;default;3;0;39528841;527706456;1671330377
20.3.2.r8-grl;default;3;0;39599560;528075384;1678211646
20.3.1.2.r11-grl;default;3;0;39299631;523779481;1662076067
20.3.1.2.r8-grl;default;3;0;39210430;522707899;1662167926
19.3.6.r11-grl;default;3;0;39098483;521009768;1672674246
19.3.6.r8-grl;default;3;0;39103021;521629663;1683222070
19.3.5.r11-grl;default;3;0;39528492;528091480;1647541865
19.3.5.r8-grl;default;3;0;39373714;524965690;1666821661
17.ea.19-open;default;3;0;39396265;526038693;1650189134
17.ea.6.lm-open;default;3;0;39260123;525903090;1660999411
17.ea.2.pma-open;default;3;0;39368515;524818229;1661774066
16-open;default;3;0;39315845;525194242;1674328477
16.0.1-open;default;3;0;39371751;525694505;1684612875
11.0.11-open;default;3;0;39355940;525566690;1677511636
11.0.10-open;default;3;0;39166088;521535108;1660170676
11.0.2-open;default;3;0;39038517;521591978;1670784968
8.0.292-open;default;3;0;62149758;832210452;2656976536
8.0.282-open;default;3;0;62340620;834330604;2668128546
8.0.265-open;default;3;0;62198542;830487136;2647385495
21.0.0.0-mandrel;default;3;0;39605626;526676536;1692471376
20.3.1.2-mandrel;default;3;0;39481423;525040385;1690199408
11.0.11.9.1-ms;default;3;0;39325147;525892671;1682235013
11.0.10.9-ms;default;3;0;39460668;523099136;1668406191
16-sapmchn;default;3;0;39440832;523984500;1674853196
16.0.1-sapmchn;default;3;0;39488709;528192826;1690604742
15.0.2-sapmchn;default;3;0;39430910;524552437;1672501761
11.0.11-sapmchn;default;3;0;39475154;526098349;1690273016
11.0.10-sapmchn;default;3;0;39455497;525957467;1686093583
8.0.232-trava;default;3;0;63798404;851343086;2716872196
20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;39371165;524788531;1671482660
20.2.0.r11-grl; -Dgraal.CompilerConfiguration=community;3;0;39655693;527963954;1676696453
20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;39626819;527975935;1685425983
15.0.1.j9-adpt; -XcompilationThreads1;3;0;44359154;592415909;1891389201
15.0.1.j9-adpt; -XcompilationThreads3;3;0;44386686;591640642;1898534203
15.0.1.j9-adpt; -XcompilationThreads7;3;0;43536614;580126429;1854842969
15.0.1.j9-adpt; -Xjit:count=0;3;0;50282695;675032986;2157762482
15.0.1.j9-adpt; -Xjit:count=1;3;0;44451033;592854728;1934477287
15.0.1.j9-adpt; -Xjit:count=10;3;0;44472448;591896595;1924289385
15.0.1.j9-adpt; -Xjit:count=100;3;0;44389955;591644987;1896395597
15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;44254603;591805500;1889404465
15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;43795372;584961549;1873271755
15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;44384499;593199850;1939641947
15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;44955774;599738382;1994520652
15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;44787521;597601996;1968421047
15.0.1-open; -XX:-TieredCompilation;3;0;39280330;523539042;1675643965
15.0.1-open; -XX:TieredStopAtLevel=0;3;0;45919809;611844797;1965855196
15.0.1-open; -XX:TieredStopAtLevel=1;3;0;39395640;527393126;1681286530
15.0.1-open; -XX:TieredStopAtLevel=2;3;0;39423443;525605964;1675018173
15.0.1-open; -XX:TieredStopAtLevel=3;3;0;39635593;526133600;1675921613
15.0.1-open; -XX:TieredStopAtLevel=4;3;0;39463167;523305670;1694478390
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;39447231;523549430;1669811766
20.2.0.r11-grl; -XX:+UseG1GC;3;0;39146749;518739568;1662428301
20.2.0.r11-grl; -XX:ParallelGCThreads=5;3;0;39326398;527554879;1687814526
20.2.0.r11-grl; -XX:ConcGCThreads=5;3;0;39318056;523282996;1695169733
20.2.0.r11-grl; -XX:ParallelGCThreads=1;3;0;39418768;523904788;1676256879
20.2.0.r11-grl; -XX:ConcGCThreads=1;3;0;39740936;527447793;1696877126
20.2.0.r11-grl; -XX:+DisableExplicitGC;3;0;39472337;526168927;1664831798
20.2.0.r11-grl; -XX:+UseParallelGC;3;0;39367199;524914634;1668806947
20.2.0.r11-grl; -XX:+UseParallelOldGC;3;0;39345298;528801950;1665751779
20.2.0.r11-grl; -XX:MaxGCPauseMillis=5000 -XX:GCTimeRatio=2;3;0;39549225;528148029;1683312037
15.0.1.j9-adpt; -Xgc:concurrentScavenge;3;0;44636463;594697490;1919866912
15.0.1.j9-adpt; -Xgc:scvNoAdaptiveTenure;3;0;44226084;588922367;1891668619
15.0.1.j9-adpt; -Xgcpolicy:balanced;3;0;44471744;597151136;1870045078
15.0.1.j9-adpt; -Xgcpolicy:gencon;3;0;44327602;591213343;1891941263
15.0.1.j9-adpt; -Xgcpolicy:metronome;3;0;46173486;616757887;1966844696
15.0.1.j9-adpt; -Xgcpolicy:nogc;3;0;44562383;592263827;1900529986
15.0.1.j9-adpt; -Xgcpolicy:optavgpause;3;0;44389450;592191703;1890280988
15.0.1.j9-adpt; -Xgcpolicy:optthruput;3;0;43630045;580701570;1853688248
15.0.1-open; -XX:+UseG1GC;3;0;39406895;524482714;1680739594
15.0.1-open; -XX:ParallelGCThreads=5;3;0;39438191;523783766;1669596434
15.0.1-open; -XX:ConcGCThreads=5;3;0;39458673;523659330;1683585046
15.0.1-open; -XX:ParallelGCThreads=1;3;0;40614421;540225283;1724590800
15.0.1-open; -XX:ConcGCThreads=1;3;0;39299692;523660050;1677159709
15.0.1-open; -XX:+DisableExplicitGC;3;0;39438113;523165812;1672964650
15.0.1-open; -XX:+UseParallelGC;3;0;39112825;519937743;1670240110
15.0.1-open; -XX:+UseParallelOldGC;3;0;39183650;521675714;1668347718
15.0.1-open; -XX:+UseSerialGC;3;0;39496235;527522581;1705836575
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+UseEpsilonGC -XX:+AlwaysPreTouch;3;0;40000650;535293481;1696757802
16.0.0.j9-adpt;default;4;0;44541715;592188841;1904716804
16.0.0.hs-adpt;default;4;0;39410837;523222622;1685986528
11.0.11.j9-adpt;default;4;0;44217336;589250461;1880668891
11.0.11.hs-adpt;default;4;0;39304095;521641199;1673982836
11.0.10.j9-adpt;default;4;0;43609165;581172504;1862267083
11.0.10.hs-adpt;default;4;0;39348817;522451962;1683204920
8.0.292.j9-adpt;default;4;0;62771064;838497894;2678706766
